"","TCGA-ES-A2HS-01","TCGA-GJ-A3OU-01","TCGA-UB-A7MF-01","TCGA-DD-A4NO-01","TCGA-DD-AAD5-01","TCGA-2Y-A9H6-01","TCGA-CC-A9FS-01","TCGA-DD-A115-01","TCGA-DD-AADM-01","TCGA-BC-A3KG-01","TCGA-RC-A7S9-01","TCGA-DD-AADF-01","TCGA-EP-A3RK-01","TCGA-DD-AAEG-01","TCGA-CC-A8HS-01","TCGA-G3-AAUZ-01","TCGA-DD-AAW0-01","TCGA-5R-AA1C-01","TCGA-CC-A9FV-01","TCGA-DD-AAE1-01","TCGA-G3-A3CH-01","TCGA-CC-A1HT-01","TCGA-DD-AAE0-01","TCGA-CC-A7IJ-01","TCGA-DD-AADG-01","TCGA-DD-AADN-01","TCGA-G3-A3CI-01","TCGA-RC-A6M4-01","TCGA-WX-AA44-01","TCGA-G3-A3CK-01","TCGA-DD-AADL-01","TCGA-FV-A4ZQ-01","TCGA-DD-AACO-01","TCGA-DD-A4NE-01","TCGA-G3-A25U-01","TCGA-2Y-A9HB-01","TCGA-DD-AAVW-01","TCGA-DD-A4NV-01","TCGA-DD-A3A7-01","TCGA-CC-A5UE-01","TCGA-DD-AADO-01","TCGA-LG-A6GG-01","TCGA-EP-A12J-01","TCGA-BW-A5NQ-01","TCGA-BC-A3KF-01","TCGA-UB-A7MB-01","TCGA-DD-A4NJ-01","TCGA-DD-AADQ-01","TCGA-EP-A26S-01","TCGA-DD-AADR-01","TCGA-DD-A1EH-01","TCGA-DD-A1EE-01","TCGA-DD-AAE6-01","TCGA-WX-AA47-01","TCGA-DD-A3A3-01","TCGA-CC-5261-01","TCGA-DD-AAE9-01","TCGA-RG-A7D4-01","TCGA-ED-A8O5-01","TCGA-ED-A5KG-01","TCGA-MI-A75C-01","TCGA-DD-AAW1-01","TCGA-DD-A1EI-01","TCGA-DD-A1EJ-01","TCGA-DD-AAD0-01","TCGA-DD-AAEE-01","TCGA-DD-AAD8-01","TCGA-DD-A4NS-01","TCGA-DD-A39V-01","TCGA-G3-A25T-01","TCGA-CC-A8HT-01","TCGA-CC-A5UC-01","TCGA-2Y-A9GV-01","TCGA-BC-A10Z-01","TCGA-FV-A4ZP-01","TCGA-DD-AACK-01","TCGA-YA-A8S7-01","TCGA-CC-A7II-01","TCGA-DD-AACS-01","TCGA-DD-AADY-01","TCGA-G3-A5SM-01","TCGA-CC-A7IE-01","TCGA-DD-A4NP-01","TCGA-DD-AACH-01","TCGA-2Y-A9H8-01","TCGA-FV-A495-01","TCGA-RC-A7SH-01","TCGA-K7-A5RF-01","TCGA-3K-AAZ8-01","TCGA-DD-AAE3-01","TCGA-DD-AAVY-01","TCGA-DD-AADC-01","TCGA-BC-A217-01","TCGA-ZP-A9D2-01","TCGA-DD-AAEH-01","TCGA-DD-AACA-01","TCGA-DD-AADJ-01","TCGA-ED-A459-01","TCGA-DD-AAVV-01","TCGA-DD-AAVU-01","TCGA-G3-A3CH-11","TCGA-FV-A3R2-11","TCGA-DD-A3A2-11","TCGA-BC-A10T-11","TCGA-DD-A3A6-11","TCGA-FV-A2QR-11","TCGA-DD-A1EG-11","TCGA-DD-A39X-11","TCGA-DD-A119-11","TCGA-EP-A3RK-11","TCGA-DD-A11B-11","TCGA-BC-A10Y-11","TCGA-FV-A3I1-11","TCGA-DD-A11A-11","TCGA-DD-A116-11","TCGA-EP-A12J-11","TCGA-BD-A2L6-11","TCGA-DD-A114-11","TCGA-DD-A39Z-11","TCGA-BC-A10X-11","TCGA-DD-A11D-11","TCGA-DD-A118-11","TCGA-DD-A1EE-11","TCGA-DD-A1EB-11","TCGA-BC-A10W-11","TCGA-BC-A10R-11","TCGA-DD-A1EI-11","TCGA-DD-A113-11","TCGA-DD-A1EJ-11","TCGA-DD-A11C-11","TCGA-BC-A10Q-11","TCGA-DD-A39W-11","TCGA-BD-A3EP-11","TCGA-ES-A2HT-11","TCGA-BC-A216-11","TCGA-DD-A3A4-11","TCGA-DD-A3A5-11","TCGA-DD-A1EH-11","TCGA-DD-A1EC-11","TCGA-EP-A26S-11","TCGA-DD-A3A3-11","TCGA-BC-A10U-11","TCGA-BC-A110-11","TCGA-DD-A39V-11","TCGA-DD-A3A8-11","TCGA-DD-A1EL-11","TCGA-DD-A3A1-11","TCGA-FV-A23B-11","TCGA-BC-A10Z-11","TCGA-FV-A3I0-11"
"CLDN10",0,6.6594,0,2.5328,2.2601,0,0.72,3.0808,0.8233,0.4792,1.5229,0,4.5563,1.1835,2.4537,0,4.3729,1.1051,0.776,0,0,0.6943,5.9065,1.0288,0,0,8.0039,0.9965,3.8397,4.5143,1.881,0.6062,0,1.1274,0.6558,0.6755,2.216,3.4802,0,6.1439,0,0,3.9647,0,0,0,0,0.8486,0,0,5.7784,3.7558,0,1.2327,1.6368,4.7584,6.4203,0,0,1.9294,0,6.6213,6.4934,1.5013,1.0255,0,0,9.3368,2.8111,8.2403,0.8139,6.702,0,0,0,3.4837,3.6004,5.3271,0,12.0076,4.9662,3.2383,8.0286,2.0212,0.8259,7.7858,3.4282,8.164,0,0,0,4.5622,0,4.801,2.8353,0,1.0562,0,4.2349,0,7.1044,8.079,7.8861,7.6177,7.7235,6.5741,8.0594,6.4594,7.1906,7.1164,7.6142,7.006,6.2661,5.3566,7.5128,8.1598,7.7849,7.1387,7.0071,8.0794,6.8262,6.837,7.2434,7.4343,7.3033,6.6072,7.7333,7.6035,6.7234,5.6834,6.5,7.0301,7.3583,7.4133,6.7927,6.5527,6.6899,7.6509,7.0035,6.8154,6.7535,8.2076,5.8537,7.5655,7.0938,7.9482,7.7394,7.5796,9.3019,6.8833
"CYP2C9",14.4199,11.0555,7.6853,14.9772,7.0928,13.9358,14.8745,13.4235,12.9269,10.7148,12.0375,10.2182,10.5218,12.4854,7.1184,15.1606,13.7564,12.8198,1.1987,14.6854,13.2474,6.3539,7.4533,3.4165,14.5608,5.971,11.7258,16.5206,8.217,12.1418,10.1406,13.8905,11.7047,11.64,14.5385,14.8891,14.1876,12.5853,7.1402,8.0641,13.1089,13.4304,14.7282,11.8983,13.8364,11.6209,11.9816,11.7951,14.144,13.1098,7.8127,13.5256,4.1457,7.7402,13.5379,10.372,13.7246,12.5483,6.8863,3.5348,12.4463,15.7437,12.7344,8.0521,13.6251,14.2082,12.3297,14.2379,12.6491,9.7842,8.5511,12.6232,13.4481,14.6227,10.0959,13.8806,9.4639,2.4109,14.2779,7.5933,10.801,8.3988,14.2196,7.0008,9.5917,12.4654,6.7474,15.5991,11.2698,14.5929,14.6333,8.05,13.1641,9.7051,13.8785,13.6182,14.6974,12.1083,12.5573,7.7818,15.5608,15.0716,15.2922,15.5355,14.7559,14.2811,15.3105,15.2999,14.9466,15.64,15.1872,15.6397,15.4761,15.0392,15.6502,14.3843,14.3702,16.0218,14.9732,15.669,15.8668,15.183,15.5437,15.1537,14.5824,15.5218,15.6447,15.9847,14.9865,15.6619,15.5695,15.524,15.153,16.1199,15.2527,14.4859,15.0583,15.1566,14.9961,15.2353,15.7099,15.0899,14.1348,14.9109,15.4188,15.4088,14.5503,15.4812,14.8077,15.4963
"CYP7A1",9.9232,8.3523,9.8375,13.2784,1.3382,8.9184,10.493,12.5806,11.9398,11.9746,4.9554,12.4814,10.5296,11.7437,7.4119,10.6898,11.7408,8.1853,2.2887,11.3488,10.4687,1.0597,4.1623,2.4424,11.4169,2.493,13.0716,11.2874,11.2946,10.0697,13.3041,9.7552,8.4582,13.6179,12.46,5.9658,10.9008,11.5902,3.9179,4.2143,10.5095,1.0882,13.5036,10.2418,12.7095,13.3243,10.2672,8.3771,11.1218,9.2499,8.5215,9.6826,8.148,5.046,11.2318,9.5733,9.0344,10.3439,8.4763,5.3339,3.8648,10.6422,7.2849,1.3929,11.6643,10.0326,8.8648,11.8623,6.0441,0.901,11.0421,0,12.0402,11.3291,4.6712,4.2406,4.8989,0.6226,11.1097,1.9149,10.9148,3.5068,10.0686,7.6202,11.5427,9.1851,10.3506,12.2199,11.9859,12.4854,10.8128,11.2096,10.5127,5.4929,12.9708,9.8402,10.9635,4.5722,5.7393,8.3402,7.2949,8.6419,11.5068,10.0341,9.7642,2.3548,4.6093,6.0846,8.533,11.4515,10.7759,10.4504,10.309,1.2066,10.0611,8.9044,7.9103,8.8604,5.386,9.3865,9.9521,8.0347,6.0775,6.7453,9.993,5.6625,11.0557,8.7275,9.5418,6.5075,8.6065,9.575,10.0578,6.5464,9.3572,9.2755,7.5739,8.6895,8.6819,9.6555,5.1579,5.2008,5.149,8.8672,11.4891,9.3165,8.7662,9.4283,8.443,8.4792
"FAM99A",3.8834,10.0307,1.9404,8.5558,0.594,2.4409,0,5.6546,8.337,3.0165,6.0012,4.2397,3.7579,1.3471,8.0662,6.9684,10.6092,1.7235,0.7205,5.1666,8.2865,0,5.1214,0,8.3082,2.0308,10.6227,0,7.0149,4.522,9.2658,5.2705,10.4211,5.0917,9.4879,8.4985,9.0197,10.4044,1.6652,3.3288,4.079,3.9672,3.412,2.6597,9.1515,8.9123,3.8567,9.3732,2.547,2.6124,3.1828,0.8427,4.9684,2.1481,2.3839,3.4054,3.3309,6.1207,3.8046,1.3294,3.0811,3.5597,5.7404,4.4036,6.7321,5.7175,10.2506,8.9959,0,5.864,4.404,5.7994,10.8081,3.6106,3.5704,10.1425,5.5557,3.3471,6.4923,4.4141,7.5653,3.7823,5.9284,0.7945,9.3782,9.3699,4.8601,9.3447,10.0602,3.1496,7.4801,5.2528,4.0425,5.3586,8.5296,4.537,6.0859,3.2549,6.9926,1.3075,9.3243,9.7003,9.387,8.3965,11.8061,9.0418,10.8158,11.3952,7.0756,9.4316,8.818,8.7975,9.8792,8.646,9.2945,8.6426,9.3162,9.7307,10.5828,10.0016,9.6829,9.7065,9.7246,9.9072,9.034,10.2447,8.4201,9.2832,9.0917,10.2202,10.6146,9.8157,9.1761,10.8335,8.5187,9.4483,10.3145,10.2419,9.4691,8.0398,7.4384,9.4915,10.0914,9.8259,9.1909,9.3551,9.9529,9.5748,9.5455,9.0494
"FAM133A",0,0.7573,0,0,8.7377,0.7977,0,8.4598,8.0534,10.2813,0,8.8934,9.1503,0,0,8.4502,1.4355,8.9741,1.1987,4.4815,0,9.5436,1.2019,9.478,1.7784,0,0,0.6265,0,4.2157,3.7151,0.6062,0,0.6606,4.4784,3.881,1.9318,3.5402,9.6519,9.9252,0,4.5901,0,8.6541,0.477,0,8.3847,6.8111,8.5755,7.7016,1.1454,3.0252,7.3327,0,0,1.9037,6.9332,8.0934,0,0,3.0811,4.6427,1.3933,7.1447,0,7.6931,8.7806,3.7977,9.4797,1.2023,8.314,0,0,8.6868,0.931,4.3748,6.7849,4.2744,0,0,6.8374,0.8459,0,8.3873,0,8.6246,0.7114,1.3408,0,1.7003,0,6.5455,10.1566,8.3275,0.8532,7.2117,1.0562,2.1435,1.8829,0,0.9157,1.778,2.0686,2.9611,1.2801,3.4063,0,1.691,1.4076,0,1.2169,2.4794,0,1.2066,0.8568,1.0839,0.7157,1.5186,1.6045,2.2366,2.3484,0,0,2.7953,0.8946,2.3611,0.7351,2.023,1.09,0,0.9886,2.4509,1.8886,0,2.5052,1.7539,0,1.8707,0.8647,0,1.6337,2.7425,1.8168,1.0109,0,1.0793,1.162,3.4182,1.3176,1.4864
"SLC6A11",0,0,5.297,1.1483,0,9.9387,0,0.8349,0,0,7.8021,4.7311,0,7.8807,6.7841,0,7.3229,0,0,5.8874,7.7067,0.3461,7.6988,0,0,0,0,4.7312,4.2477,0,0,0,1.8548,0,0,0,8.5471,0,2.4177,7.5032,5.7784,0.6444,8.5081,7.2048,0,0,0.8427,0,7.9365,0,8.624,0,7.7689,6.2791,6.7768,8.3391,0,7.0948,9.5302,7.1312,6.9985,1.4847,3.5826,9.6233,0,0.6208,0,1.3498,0,0,0,9.011,0,0,0,3.7696,0,0.6226,0,9.5773,0,7.6693,0,7.6256,8.3195,3.5878,6.65,6.7892,6.6792,0,0,6.9438,6.6705,0,0,0,1.0562,3.2549,0,0,1.8717,0.8559,1.7639,1.0917,0,0,2.9173,0,4.1317,1.6684,4.0784,0,0,7.8033,4.8367,7.2707,0.7157,6.8504,1.6045,1.162,2.9161,0,6.4297,1.2143,2.8102,1.6176,4.7503,0,1.4292,0,0,1.3157,0.9267,4.2668,0,2.1888,0,0,0,5.1983,0,0.8585,0,0,0,4.9304,0,6.8896,1.9946,0
"ADAM6",8.6201,15.3793,13.6174,5.9957,4.471,11.5921,8.6738,9.7726,10.5896,7.3225,11.9642,14.5273,15.192,8.7734,7.9537,14.1476,11.9429,7.1893,14.0868,8.6528,12.4566,13.3592,11.6627,11.6856,9.8027,15.2279,14.1045,6.5514,11.431,11.0541,7.6575,15.751,13.6782,7.8984,6.4106,12.4786,12.996,11.1488,11.0954,5.4756,11.8997,5.3275,8.3923,13.5569,8.3001,1.5503,12.8348,6.7861,7.0695,11.9368,12.7874,7.3868,5.2113,8.0227,8.8062,13.7023,7.124,16.8876,8.1669,17.2683,7.2171,8.7115,11.3373,9.6593,7.0239,6.2661,6.4453,14.7485,12.1524,11.3336,10.6485,12.7966,11.6449,4.7005,9.8411,6.4219,12.5551,8.7254,5.522,6.4908,13.3335,13.2192,10.1942,8.1963,15.0208,14.5941,8.1346,14.6029,10.0847,6.8013,6.94,11.1418,12.4906,13.4647,13.3697,10.556,10.0315,4.7431,13.6302,4.8736,14.2257,12.6681,13.7755,14.0635,12.1499,15.2786,14.3405,12.3723,13.588,14.2549,14.8897,13.6369,12.9093,12.713,14.3309,14.0321,16.958,14.6382,13.0411,12.68,13.7953,11.9899,15.1121,13.7758,13.5958,13.3495,12.7604,12.8758,13.1601,14.664,11.6196,12.0993,13.3269,15.0496,15.1086,14.3257,11.5419,13.3806,13.9007,13.9316,14.642,14.6378,13.1431,13.2608,15.1866,13.3798,15.9786,15.3818,12.7807,10.5755
"HAL",10.7603,8.0742,10.5027,12.5058,4.2735,12.3451,12.3879,13.3126,11.2952,12.5625,12.75,12.0348,6.5074,11.4516,10.5388,12.2323,12.5679,2.7561,0,12.2376,11.993,5.9854,7.4533,0.8532,4.7937,11.4314,12.6856,2.6867,9.8151,2.0274,12.0266,6.1386,11.1149,11.485,9.8554,12.7192,11.4715,9.5923,10.1214,10.7293,10.886,13.5981,2.4695,3.8619,12.1505,11.3679,11.3623,10.3052,3.0083,11.9652,10.8807,1.9172,11.672,10.9532,6.9344,10.6611,2.4676,3.9772,13.1638,11.3884,5.0977,4.1033,11.3804,11.3705,3.5201,8.383,12.0202,9.4048,4.7746,4.5308,8.8341,12.1219,9.9806,13.9853,7.7721,9.8017,7.1867,4.6293,12.3025,12.2868,10.9583,11.909,1.3731,10.6312,12.9191,10.3305,10.1882,11.6184,9.6045,7.5438,7.2383,5.0876,11.1623,7.8102,10.6814,3.8583,12.8284,10.6332,10.2943,10.5341,10.5745,12.6738,12.5945,12.0524,10.0078,11.9713,12.7368,10.5603,12.6631,11.4237,10.9855,11.6995,11.9975,12.5939,12.394,12.6792,11.6205,12.2545,11.6494,12.215,12.3089,12.3546,13.3906,11.7342,11.7632,12.2682,11.1392,12.0422,11.3788,11.0693,12.0212,10.966,11.9858,11.5616,12.8607,9.0421,11.8613,11.5289,11.9771,11.6208,13.3092,12.6921,12.9908,12.4449,10.6249,11.4704,11.0673,9.3188,12.3733,13.152
"IGJ",3.2628,10.7589,9.8641,1.4981,1.3382,6.5662,5.219,5.6988,5.5358,3.8476,8.2463,8.4348,11.2044,4.0391,4.7336,8.0403,8.1868,4.6539,10.9915,5.7117,8.1643,10.0934,6.75,7.6394,6.4274,10.2906,10.2407,1.3959,7.7717,7.3109,5.093,12.1992,10.2975,4.2481,3.577,7.54,10.1385,6.4192,2.0899,1.8722,7.206,1.0882,5.5531,10.6682,4.726,0,8.4775,4.1549,4.075,8.6651,9.0886,1.577,2.033,4.5071,4.8817,9.0888,4.0755,11.6706,4.567,13.5897,2.9606,6.0389,7.3546,4.8237,3.5201,2.4065,3.5084,9.1946,7.143,6.3968,7.0423,8.628,8.0634,1.1979,2.877,3.0195,7.7138,3.9101,2.025,3.0685,9.6682,8.526,6.5912,4.4307,9.6818,8.798,5.1721,11.084,5.9647,2.1292,1.6044,7.1673,6.7794,9.7829,10.5702,7.3644,5.8632,1.9443,9.3931,2.6237,10.5449,9.247,10.0918,10.8475,7.3688,10.84,10.693,8.7841,10.3463,10.6894,11.6341,10.0823,8.9171,9.3783,11.439,11.2808,12.9509,11.1709,8.5798,9.7439,10.2121,10.2936,11.5942,10.4767,9.1714,10.1099,9.161,9.7223,9.728,11.0874,8.3081,8.8161,8.6953,11.1674,12.1915,10.6139,6.776,10.6532,10.5238,11.0329,11.3665,11.6157,9.1936,9.9242,9.7984,10.7393,11.6072,12.6052,8.269,6.2607
"CCL19",4.1856,10.2087,6.9541,9.1387,0,10.5268,3.1321,7.2354,8.8513,1.5705,6.6189,5.234,8.0604,7.0582,3.7592,9.4328,8.2036,2.9831,2.4682,3.6598,8.7486,5.3234,6.3737,3.243,1.1475,7.096,7.2695,0.6265,8.878,5.1938,1.5193,5.2107,9.4152,0,0,6.9681,8.9289,5.6245,4.573,2.5335,9.6303,0.6444,1.094,7.5219,1.5651,0.554,7.7602,1.3792,3.3573,2.6124,8.4549,0.8427,1.5138,3.4979,3.6557,10.6889,1.7073,6.4354,4.3923,14.8257,3.0811,1.9991,9.7616,2.2936,0.6616,4.9342,1.5297,7.6533,7.1903,5.175,2.5583,7.7235,2.6031,0,5.4163,1.0379,6.3386,1.0562,2.025,3.0685,9.7615,6.1853,0,1.9775,4.5343,11.0615,2.4493,10.3091,4.4869,2.4593,1.0146,5.8767,6.5058,8.1614,7.2839,3.343,3.8025,0,9.5821,3.5926,9.0213,8.0411,5.7257,5.7892,7.7879,10.6449,9.7238,5.1057,6.8769,5.6755,8.9782,8.2615,8.7627,8.5334,8.7806,8.8633,11.8211,9.7422,7.1164,8.3177,9.6273,5.7282,9.3154,7.6513,7.5829,6.6581,9.6694,7.4228,7.0249,6.3662,7.1472,5.2566,9.937,11.1451,6.5341,9.2476,3.8895,8.4253,6.5637,8.3497,6.3754,6.486,7.4098,8.8483,8.3066,7.1476,10.2788,11.3939,6.5125,6.2436
"MAGEC1",0,0,0,0,7.8212,0,0,8.7498,1.3441,11.4012,0,4.1033,9.2014,0,0,2.2267,0,6.4861,0,3.6598,0,10.0747,0,0,8.4199,0,0.9354,0,0,5.9563,6.1963,0,0,0,2.6274,0,2.8747,9.2888,0,1.0457,0,4.0182,0,10.6483,0.8347,1.5224,1.7571,2.0713,9.1769,6.0584,0,4.4082,1.1616,0,0,0,8.4786,8.7164,0,0.5891,0.7471,6.9177,0,8.8664,0.6616,5.272,7.4403,1.8405,6.4843,0,9.0591,0,0,7.8102,0,8.3622,1.5962,0.6226,0,0,7.0153,0,0,0.4513,0,7.2865,1.1857,0.8208,0,6.8406,3.1958,0,10.7508,10.4134,0,4.9967,0,0,0,0,0,0,0,0,0,0.7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4427,0,0,0,0,2.1361,0,0,0,0,1.5215,0,0,0,0.8647,0,0,0,0,1.0109,0,0.6383,0,1.8416,0,0
"CYP2B7P1",8.7015,7.061,6.7787,11.3879,2.8305,11.4898,9.072,12.4762,10.4823,12.1221,3.2338,11.1144,5.2485,9.1449,3.45,10.7854,12.444,2.4866,1.8443,6.8267,12.8619,5.0321,3.8078,2.642,6.8331,7.9537,9.838,7.6085,11.7193,1.4636,10.3537,3.3784,11.3765,7.5093,14.7522,12.2778,9.4698,13.1041,4.1995,8.4072,6.1273,11.748,3.5581,6.5069,10.1797,7.5313,10.6095,6.4241,5.313,13.2818,6.0277,6.7243,6.0832,2.1481,3.6557,5.6141,7.2339,2.2288,8.0309,5.2018,5.2598,5.7484,9.4413,8.1676,5.722,7.371,13.1083,9.7017,2.7336,2.7306,4.5617,6.1464,12.4551,14.4576,7.887,8.0096,7.2789,4.2336,6.162,9.7864,9.956,6.201,2.6555,8.1204,12.6226,9.7337,6.139,11.4595,10.3094,12.4741,8.0788,5.2212,10.0553,3.6605,9.0889,4.3647,5.8362,8.6245,5.0845,7.5963,9.9231,12.8923,10.8957,12.4601,10.9531,10.4549,13.2924,9.1903,8.9782,11.4408,10.7417,12.3517,10.698,7.3562,9.858,11.4704,12.2776,12.4146,11.0404,10.0232,11.8854,9.8938,12.9263,11.0076,9.6314,11.4929,8.8334,13.5282,11.4103,9.4311,12.5036,10.0384,14.2627,13.1847,10.2167,9.8638,10.4951,11.0436,9.3195,10.1404,11.064,10.7297,10.807,10.8975,10.4039,9.9274,9.4994,8.2231,12.473,11.5099
"SFN",4.8336,9.6231,6.0124,5.2997,11.9129,3.0366,9.521,9.2581,9.2679,6.0702,11.6464,6.4656,11.1473,10.4172,9.1103,11.4532,8.9612,5.3269,1.5573,0,10.4844,9.9872,8.1305,5.5613,6.8785,12.1513,5.2287,8.9362,11.2354,10.2672,5.7224,8.6929,11.6034,10.3715,4.6546,7.6602,8.7963,4.0832,9.975,13.2263,10.4146,11.3291,9.5899,6.7599,9.0878,10.5179,10.7795,5.5132,2.7381,6.4282,6.8872,8.8134,11.0744,11.6305,11.9123,9.8237,5.668,5.9873,4.939,8.7214,11.3523,10.2318,4.2705,4.312,2.583,7.6191,11.2058,8.2902,7.2087,9.137,7.6236,5.8434,7.7163,8.6251,14.6141,7.9728,11.4958,5.7607,8.9359,9.2016,3.1594,8.8162,7.0217,10.8045,3.9148,10.6701,10.9591,6.5387,8.8344,4.4092,7.3162,9.0223,11.2851,9.7953,7.0337,6.1256,1.0562,9.2489,9.0649,8.5614,3.6518,3.7921,0.847,5.3828,1.9475,7.9398,7.2535,4.1164,0,7.7882,1.2169,4.3269,3.2423,3.1802,8.4277,2.7869,2.9638,1.5186,4.2756,3.9529,4.185,2.7887,3.2043,7.7793,6.6898,4.97,3.1657,4.6143,6.9509,3.191,5.5772,1.9594,8.1947,5.4026,7.3004,2.7709,2.5766,3.3892,1.4016,0,5.0244,7.1524,7.5524,2.0557,2.8829,4.3162,5.156,3.7984,5.8937,5.2455
"BPIL1",2.6227,4.0769,0.9606,5.1811,2.6074,6.295,0,0,3.4597,0.4792,14.0099,1.8302,3.9295,11.2902,9.7038,0,6.2154,0,0,7.5031,0,0,8.8456,0,0,3.7383,0.9354,0,8.2837,1.2132,0,11.486,6.2401,0.6606,0,1.4809,2.8747,0,4.018,2.0681,10.6366,2.3049,3.5581,0,0,0.554,0,7.0302,0.5265,0.8895,7.9345,0.8427,6.6163,4.7717,7.6002,11.0055,0,8.8856,0.6234,3.0983,8.8904,0,10.3455,6.5796,0,0,2.2553,0,7.8623,0,2.4002,4.6668,0.8844,0,11.6297,1.3673,0,1.6595,0.8217,4.1396,6.5006,2.7185,3.2451,0.4513,11.2601,4.8359,9.2519,0,1.9332,6.1672,0,8.3993,4.1274,6.1691,0,0,4.4269,4.8251,7.8465,4.9309,3.1665,0,1.3771,2.1354,1.9475,0.7535,2.2465,3.1973,3.5538,1.063,2.6549,0,3.2224,2.6397,3.053,2.9484,0.7157,3.4525,3.0255,4.3787,2.7505,1.7502,1.7374,2.3106,1.8389,5.6023,2.3181,6.4897,0,3.2463,4.8848,4.8354,3.562,2.6949,1.5215,0.6719,4.4416,0,4.1227,1.3333,0,3.1909,5.3106,6.0876,1.644,3.0416,4.6866,4.2049,0,4.0282
"CTNND2",0,5.8822,9.5042,1.1483,6.4942,7.99,3.4207,1.3603,0,10.4513,10.1896,0,0,6.201,10.7177,0,4.4234,0,0.7205,9.131,1.8219,5.5983,9.9672,1.5927,0,1.3466,3.5788,0.6265,8.6098,0.5256,4.5768,4.4172,7.3853,7.2588,0.6558,0.6755,4.9665,2.5443,0,2.0681,8.0744,0,0,1.7731,4.7045,8.0035,0,0,0.5265,0,9.2939,0,9.0205,1.1004,1.0391,8.7914,1.7073,3.4042,9.2064,9.0824,0,0,4.0042,0,0,0,0,7.5094,0,11.1064,8.1652,5.7774,3.5848,0.8974,8.7567,0,1.0085,9.1976,8.4457,6.2962,2.2089,3.1658,0,9.1564,8.2981,5.0222,9.5095,5.6673,6.6059,0,0,10.0001,1.3207,11.7019,0,0,8.3626,0,4.1539,0,4.9191,5.7234,4.8154,5.3432,4.4873,6.1765,5.6882,2.4483,4.8213,4.6418,5.3944,5.046,3.7045,4.6553,3.1875,5.7748,6.3787,5.717,3.0255,6.1608,4.5298,4.1333,5.7103,5.0013,5.035,4.9379,5.3052,6.2397,3.8053,4.8158,4.5017,4.5446,5.6337,4.7634,4.3008,3.5457,3.4425,4.7851,4.2527,4.0838,3.3873,7.3254,4.0857,4.928,5.2553,5.3599,3.8693,5.3365,7.7191,5.4965
"BMPER",2.1504,3.4146,0,0,1.0135,1.3084,4.4404,2.5115,2.8389,0.8383,1.7664,0,0,2.3554,1.6277,4.5288,4.4611,1.1051,7.0066,0.9781,3.4779,4.359,2.9073,4.5093,2.9418,0,2.2171,0,2.6954,1.8628,2.2428,1.627,0,1.4553,1.9551,2.1962,3.5308,7.2506,1.6652,1.0457,0,1.4272,0.6483,0.9761,1.5651,0,0,1.3792,1.2148,2.3958,1.5946,0.8427,1.1616,2.4794,1.6368,2.5355,0,0.797,2.0852,1.3294,0.7471,2.3776,5.8048,0.7229,1.7344,2.0794,2.2553,7.8725,0.9574,5.0293,4.8938,5.0432,0.8844,0,0,1.7526,4.9232,2.5503,2.2742,2.7097,2.0376,0.8459,6.0372,1.0716,1.5924,5.4173,2.4493,7.353,2.8483,3.4756,0,2.573,2.8057,3.7014,4.5093,1.8534,3.6864,1.9443,2.512,0,8.0795,8.1019,8.6249,8.4948,5.3064,7.6726,7.8421,7.9948,9.1327,8.0537,7.13,9.0299,8.8405,8.7723,7.6358,7.7918,8.3286,8.1896,6.7838,8.7351,8.8765,8.5443,8.188,8.1272,7.8479,8.4679,8.2479,7.7787,9.1197,8.2279,8.2012,7.9336,8.5946,7.534,8.4814,10.0824,7.0583,8.2006,8.4097,8.19,8.9519,8.2339,8.3132,8.0985,7.6495,8.8905,8.7662,8.156,8.0909,7.5781
"PTGDS",6.4284,13.412,7.909,9.8089,6.7271,12.6835,11.8956,9.4054,8.9645,10.7689,5.7016,5.2663,8.1383,7.6818,10.9705,10.2595,12.6785,3.1792,15.1436,4.1284,12.9372,7.0556,11.5481,7.8228,4.6956,9.2504,8.926,2.6867,14.5993,6.4598,10.0432,9.0211,9.6448,3.589,0,9.1397,11.7661,9.2014,5.2028,5.8566,10.0307,3.3232,4.6338,7.649,14.233,3.2368,13.1562,4.7345,5.5619,5.0243,8.6918,1.7571,10.19,3.764,14.1458,12.2745,3.4848,8.1089,5.4497,13.151,5.4731,4.2005,11.1167,7.2127,2.3428,3.7975,3.0958,10.6405,8.0119,6.6607,12.9463,8.4345,4.6744,0.5174,6.9365,1.0379,9.6571,5.5001,2.6718,4.534,11.1659,8.6313,3.074,5.8096,7.13,12.8214,5.8351,11.3845,6.9399,2.4593,2.0218,7.1167,8.3512,13.3107,7.9576,4.3023,7.3857,1.9443,10.1473,1.6838,9.4058,10.7183,8.3977,8.102,9.033,11.5706,11.0517,7.8256,7.743,8.6069,11.3529,9.1018,9.4909,8.5461,9.808,10.7197,11.6954,9.4026,8.8808,8.651,10.3342,7.8475,9.676,8.2605,8.7558,7.5323,9.5606,9.295,7.8391,7.9395,8.646,7.805,10.1624,9.877,8.8552,9.8902,8.9729,9.6785,7.193,9.3759,9.9288,9.0509,9.3014,10.5096,10.2027,9.8581,11.9004,11.8805,7.5105,7.8101
